0: 0 -0.1 0
1: 0 -0.1 0
2: 0 -0.1 0
3: 0.0402706 -0.1 0
4: 0.112948 -0.1 0
5: 0.183091 -0.1 0
6: 0.266755 -0.1 0
7: 0.356334 -0.1 0
8: 0.518592 -0.1 0
9: 0.620848 -0.1 0
10: 0.707892 -0.1 0
11: 1 -0.1 0
12: 1 -0.1 0
13: 1 -0.1 0
